frame,t,dt,posX,posY,posZ,velX,velY,velZ,horizSpeed,aimYaw,bodyYaw,inputFlags,grounded,verticalVel,fallTimeMs,clipId,clipName,clipTime,playbackRate,lastAnimChoice,wireSentThisTick
126,2.100000,0.016667,-8959.5,-132.493,82.85762,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.8099968,1.8,13->13:Exact,NONE
127,2.116667,0.016667,-8959.575,-132.493,82.85696,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.8399968,1.8,13->13:Exact,NONE
128,2.133333,0.016667,-8959.65,-132.493,82.85629,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.8699968,1.8,13->13:Exact,NONE
129,2.150000,0.016667,-8959.726,-132.493,82.85563,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.8999968,1.8,13->13:Exact,NONE
130,2.166667,0.016667,-8959.801,-132.493,82.854965,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.9299967,1.8,13->13:Exact,NONE
131,2.183333,0.016667,-8959.876,-132.493,82.8543,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.9599967,1.8,13->13:Exact,NONE
132,2.200000,0.016667,-8959.951,-132.493,82.853645,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.9899967,1.8,13->13:Exact,NONE
133,2.216667,0.016667,-8960.026,-132.493,82.85298,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.0199966,1.8,13->13:Exact,NONE
134,2.233333,0.016667,-8960.102,-132.493,82.85232,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.049997,1.8,13->13:Exact,NONE
135,2.250000,0.016667,-8960.177,-132.493,82.851654,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.079997,1.8,13->13:Exact,NONE
136,2.266667,0.016667,-8960.252,-132.493,82.85098,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.1099973,1.8,13->13:Exact,NONE
137,2.283333,0.016667,-8960.327,-132.493,82.85033,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.1399975,1.8,13->13:Exact,NONE
138,2.300000,0.016667,-8960.402,-132.493,82.849655,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.1699977,1.8,13->13:Exact,NONE
139,2.316667,0.016667,-8960.478,-132.493,82.849,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.199998,1.8,13->13:Exact,NONE
140,2.333333,0.016667,-8960.553,-132.493,82.84834,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.229998,1.8,13->13:Exact,NONE
141,2.350000,0.016667,-8960.628,-132.493,82.84767,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.2599983,1.8,13->13:Exact,NONE
142,2.366667,0.016667,-8960.703,-132.493,82.847015,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.2899985,1.8,13->13:Exact,NONE
143,2.383333,0.016667,-8960.778,-132.493,82.84635,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.3199987,1.8,13->13:Exact,NONE
144,2.400000,0.016667,-8960.854,-132.493,82.84568,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.349999,1.8,13->13:Exact,NONE
145,2.416667,0.016667,-8960.929,-132.493,82.84502,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.379999,1.8,13->13:Exact,NONE
146,2.433333,0.016667,-8961.004,-132.493,82.84436,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.4099994,1.8,13->13:Exact,NONE
147,2.450000,0.016667,-8961.079,-132.493,82.84369,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.4399996,1.8,13->13:Exact,NONE
148,2.466667,0.016667,-8961.154,-132.493,82.84303,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.47,1.8,13->13:Exact,NONE
149,2.483333,0.016667,-8961.2295,-132.493,82.84237,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.5,1.8,13->13:Exact,NONE
150,2.500000,0.016667,-8961.305,-132.493,82.841705,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.53,1.8,13->13:Exact,NONE
151,2.516667,0.016667,-8961.38,-132.493,82.841034,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.5600004,1.8,13->13:Exact,NONE
152,2.533333,0.016667,-8961.455,-132.493,82.84038,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.5900006,1.8,13->13:Exact,NONE
153,2.550000,0.016667,-8961.53,-132.493,82.839714,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.620001,1.8,13->13:Exact,NONE
154,2.566667,0.016667,-8961.605,-132.493,82.83905,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.650001,1.8,13->13:Exact,NONE
155,2.583333,0.016667,-8961.681,-132.493,82.83839,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.6800013,1.8,13->13:Exact,NONE
156,2.600000,0.016667,-8961.756,-132.493,82.83772,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.7100015,1.8,13->13:Exact,NONE
157,2.616667,0.016667,-8961.831,-132.493,82.83706,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.7400017,1.8,13->13:Exact,NONE
158,2.633333,0.016667,-8961.906,-132.493,82.836395,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.770002,1.8,13->13:Exact,NONE
159,2.650000,0.016667,-8961.981,-132.493,82.83573,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.800002,1.8,13->13:Exact,NONE
160,2.666667,0.016667,-8962.057,-132.493,82.835075,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.8300023,1.8,13->13:Exact,NONE
161,2.683333,0.016667,-8962.132,-132.493,82.83441,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,4.8600025,1.8,13->13:Exact,NONE
